date,gender,height,weight,rating,review_text
25.03.19.,,,,4,디자인 괜찮고 예쁘네요. 잘 타겠습니다.
25.03.19.,남성,175cm,60kg,5,엄청 잘나가는건 아닌데 짧은 거리 이동할때 좋아요
25.03.19.,남성,175cm,78kg,5,제품 좋아요 반조립인데거의 다조립되어있네요^^
25.03.19.,,,,5,좋습니당 열심히 타도록할게요
25.03.18.,남성,168cm,60kg,3,접이식  자전거라 싣고 다니기 편함. 보관도 편함.  근데 엄청 느리고 오르막 오르기 힘듬.
25.03.18.,,,,5,"저렴한 제품인데도 불구하고 
마감이 너무 좋습니다.
시운전 결과 대 만족합니다."
25.03.18.,,,,5,생각했던대로고 색상변경 되었는데 예쁘네요
25.03.18.,,,,5,모양도 예쁘고 타기 편해서 아주 가성비 좋은 제품으로 추천합니다.
25.03.17.,,,,5,지인한테 선물했는데 만족도가 좋았어요 :)
25.03.17.,,,,5,깔끔하니 잘 왔습니다.
25.03.16.,,,,4,"배송이 아주빨랐습니다.
다만 페이트 일부 벗겨져잇어 점수뺍니다.
알루미늄바디라 녹안생기겟죠?"
25.03.16.,여성,158cm,50kg,5,배송이 빨라서 좋았고 완제품 주문하여 바로 사용 할 수 있어서 좋았습니다. 불편한 부분 빠르고 친절하게 해결해주셔서 만족스러웠습니다.
25.03.15.,,,,5,와이프가 지하철역까지 거리가 좀 있어서 자전거 사달라길래 요거 사줬는데 잘타고 다녀요 ㅎㅎ 여자들이 타기 딱 좋아요~~
25.03.15.,,,,2,자전거 자체는 가볍고 잘 나가여 근데 제가 받은건 단 변경하면 체인자꾸 빠지고..남편이랑 한시간 동안 손 봤더니 좀 괜찮아 지긴 했어요
25.03.12.,,,,5,접이식이라서 공간을 차지않아서 좋아요!!! 디자인 성능 만족합니다!
25.03.12.,남성,,,5,저렴한 가격과 빠른 배송에 만족합니다.
25.03.11.,,,,5,빨리타보고싶네요!!!!
25.03.09.,,,,5,자전거 초급 입문 강추. 가볍고 색상이 예뻐요
25.03.09.,,,,5,"배송 빠르고, 파손없이 잘 받았습니다. 가격대 고려했을때 최선의 선택인거 같네여"
25.03.08.,,,,5,"좋네요
조립하기 편하고
뭐 이것저것 안 달린것도 있는것같은데
따로 뭐살게있지만 
전체적스로 만족해요
이쁘네요"
25.03.08.,,,,5,색상도 예쁘고 타기 좋아요
25.03.08.,남성,140cm,39kg,5,애가 넘 좋아하네요
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 직장동료랑 3가지 색상을 구매했는데... 고급진 무광이라 다혼 부럽지 않습니당.."
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 직장동료랑 여러대 구매했습니다. 모두 좋아합니당.. ^^"
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 직장동료와 같이 라이딩이라 여러대 구매했습니다. /^^"
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 다만 변속셋팅은 순정에서 순조롭지 않습니다. ^^;;"
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 할인을 계속해 주세욤. ^^"
25.03.07.,남성,172cm,72kg,5,"가성비가 끝내줍니다! 
프렘 디테일이 좋고.. 
힌지 부분이나 아주 저가 부품이 아니라서 너무 좋습니다.
타이어도 괜찮고. 직장동료랑 여러대 구매했습니다. 모두 좋아합니당.. ^^"
25.03.07.,남성,,,5,저렴한 가격과 빠른 배송에 만족합니다.
25.03.07.,남성,176cm,75kg,5,미니벨로 자전거를 찾고있었는데 사이즈도 가격도 딱 맞는 자전거를 찾아서 너무 마음에들어요!
25.03.07.,여성,166cm,57kg,5,여자가 들기엔 좀 무거운데 접고 타고하기에 좋아요!
25.03.07.,남성,173cm,65kg,5,사이즈 생각보다 괜찮아요
25.03.06.,,,,5,"날씨가 따듯해서 운동할려고샀는데
예쁘고 타기좋아요 ~"
25.03.06.,,,,5,배송도빠르고 좋아요
25.03.05.,여성,160cm,,5,배송도 엄청 빠르게 왔고 완제품으로 주문했는데 파손 문제 없게 포장이 정말 정말 무지무지 꼼꼼히 잘되어 왔습니다 . 스티로폼 뜯고 펼치기만 하면 되어서 완전편함 굳 ㅋㅋ 접이식인데도 이음새가 튼튼하고 견고하다는 느낌을 받았어요 ! 안심하고 탈수 있을거같아요. 그리고 무지 무지무지 가볍습니다!!! 확실히 가벼운게 기동성이 최고네요!! 진짜 너무 잘타고다닐거같아요 감사합니다
25.03.05.,여성,165cm,50kg,5,"배송이 무척 빠르구요 완제품으로 와서 좋았습니다
다만 사은품 반사등이 밑부분이 깨져서 왔어요 요거하나 재배송요청하긴 서로 번거로울것같아 그냥 흐린눈했습니다
고장날때까지 열심히 타볼게요^^"
25.03.05.,,,,5,"선택안함
가볍고 디자인도 이쁩니다 와이프가 맘에들어합니다"
25.03.03.,,,,5,접이식 자전거에 알맞게 보관이 아주 편리해요
25.03.03.,남성,130cm,27kg,5,디자인 이쁘고 만듬새도 좋아요
25.03.01.,,,,5,주변 마실다니기 좋아요
25.02.28.,,,,5,"날 좋아지면 남자친구랑 타려고 구매했어용
남친이 점검했는데 브레이크패드만 조정하고 기어변속 잘 되고 좋다고 하네요 ㅎㅎ
빨리 봄이 왔으면 좋겠어요><"
25.02.28.,,,,5,"날 좋아지면 남자친구랑 타려고 구매했어용
남친이 점검했는데 브레이크패드만 조정하고 기어변속 잘 되고 좋다고 하네요 ㅎㅎ
빨리 봄이 왔으면 좋겠어요><"
25.02.28.,,,,5,가성비가 좋네요 이 가격에 만족스런 자전거입니다
25.02.28.,,,,5,엄청 잘나가요 만족합니다
25.02.25.,,,,5,"색깔이 아주 이쁘고 ㅎㅎ
튼튼해요!!
합리적인 가격에 잘 산거같아요
안장은 바꾸는걸 추천할게요 ㅋㅋ"
25.02.25.,,166cm,58kg,5,"승차감이 너무좋아서 깜짝놀랐어요
접고 펴기도 쉽고 잘타고다닐것같아요"
25.02.21.,,,,5,"남표니랑 짝으로 맞췄어요
넘 귀엽고 예뻐요"
25.02.21.,,,,5,접이식이고 가격대비 튼튼해서 맘에 들어요
25.02.21.,남성,173cm,70kg,5,"핸들 각도를 조절할 수 있어서 편하고, 견고한 프레임에 기어도 부드럽게 잘나가네요. 다양한 악세사리를 거치할 수 있는 나사홀이 많아서 좋네요."
25.02.21.,남성,138cm,45kg,5,초등학교2학년 아이 사줬는데 너무 좋아하네요!
25.02.20.,남성,171cm,70kg,5,"가볍고 접이식이라 너무 편해요 ㅎㅎ
차에 넣고 여행하러가서 타려구요"
25.02.18.,여성,164cm,50kg,5,배송도잘왔거 제품도 좋아보여요 잘탈게요
25.02.17.,,,,5,.  .  .  .
25.02.15.,,,,5,자전거집에서 점검 한번 받고 잘 타고 있어요
25.02.14.,,,,5,"아들이 사줬는데 아빠가 아주 잘 좋아하네요. 
땅이 질어서 아끼느라 오늘은 묵어놨어요."
25.02.14.,남성,,,5,"사진이랑똑같고 괜찮아요
잘쓸거같습니다"
25.02.11.,,,,5,"키 140 초반 아이라 클까봐 걱정했는데
생각보다 괜찮네요! 
이 가격에 이정도 퀄리티라니 대만족입니다^^
아이도 아주 맘에 들어하네요~"
25.02.11.,,,,5,"키 140 초반 아이라 클까봐 걱정했는데
생각보다 괜찮네요! 
이 가격에 이정도 퀄리티라니 대만족입니다^^
아이도 아주 맘에 들어하네요~"
25.02.11.,,,,5,배송이 새벽에와서 놀랬습니다. 마감상태도 좋고 디자인도 예쁩니다
25.02.11.,,,,5,마실용으로 이만한게 없네요
25.02.08.,남성,164cm,77kg,5,상품 상태 아주 만족합니다 반조립인데.. 거의 완조립이네요~ 안장은 좀 불편해서 교체추천해요
25.02.07.,,,,5,"트렁크 싣고 다닐 목적으로 구매했는데, 잘 들어갑니다 감사합니다"
25.02.05.,,,,4,"출퇴근용으로 잘 쓰고는 있는데요
진짜 안장은 개별로임........ ㅠㅠ 엉덩이 개아픔"
25.01.26.,,170cm,53kg,5,조립잘해주셔거 조아요
25.01.23.,,,,5,매우 만족합니다. 추천합니다.
25.01.21.,남성,177cm,76kg,5,전철역까지 이동할 목적으로 미니벨로가 필요했습니다. 가격대비 훌륭한 티티카카를 알게되었고 사이즈 색깔 다 만족합니다~ 빠른 배송도 좋았습니다~  안전히 잘 타겠습니다~
25.01.20.,,,,5,초보가 타기 좋아요
25.01.19.,,,,5,빠른배송 감사합니다
25.01.18.,,,,5,사이즈도 딱이고 포장도 튼튼 너무 만족합니다 ㅎㅎ
25.01.15.,남성,,,5,생각했던것보다 편해서 자주 타게 되네요ㅎㅎ
25.01.15.,남성,145cm,31kg,5,"완전 조립으로 받아서 바로 탈ㄹ수 있어 좋았구요...초등학생 키140 중반인데 조금 커서 좀 더크면 타야 할듯 합니다.. 디자인, 색감, 편의성  다 좋습니다."
25.01.09.,,,,4,"빠른배송~! 초코색 예쁘네요
반조립인데 거의 다 조립된 것 같아요"
25.01.09.,,,,3,동네 마실용으로 좋긴 한데. 뭔가 아쉬워서 이것저것 튜닝중입니다ㅋㅋ
25.01.07.,여성,166cm,54kg,5,마실용으로 딱 좋아요
25.01.06.,남성,170cm,75kg,5,좋아요 귀엽고 이쁩니다
25.01.06.,,,,5,앞으로 가는 직진성도 좋고 키 175인데 탈만해요~
25.01.05.,여성,145cm,30kg,5,초등학생 딸아이용으로 구매했습니다! 반조립으로 주문했는데 조립도 거의 되어서 배송되어 편하네요!
25.01.05.,,,,5,가족들 다같이 라이딩하려고 구매했는데 만족스럽습니다 생각보다 큽니다 구매하실때 고려하시길
25.01.01.,여성,,60kg,5,좋습니다 개인 자전거 굿
24.12.31.,,,,4,"전조등은 많이 빛이 약해서 디자인용으로 보는게 더 좋을 듯 합니다.
나머지는 다 좋아요"
24.12.30.,,,,5,아주 잘타고 있습니당  엉덩이가 아파요
24.12.29.,여성,158cm,59kg,5,"자전거 잘탔어요
날씨가추워저서 안타곤있지만 핸들이랑 안장높여서타면 기분이너무 좋아요
잘산거같아요
이제5학년되는 아들도 너무좋사고하네요
같이탈수있는 자전거라 더좋아요 
따뜻한 봄이 빨리왔으면 좋겠어요"
24.12.27.,,,,5,원래 티티카카에서 미니벨로 샀었는데 넘 만족해서 추가로 또 구입했어요. 이 미니벨로도 국토종주까지 했는데 적당한 무게에 승차감도 좋고 잘나가고 너무 만족합니다. 다만 안장은 예전에 샀던 모델이 훨씬 편하긴하네요. 저처럼 국토종주하면서 오래타기는 좀 딱딱해서 안장만 새로 바꾸면 될 것 같아요.
24.12.26.,,168cm,49kg,5,바로 보내주셨고 딸아이크리스마스 선물인데 좋아하네요
24.12.25.,남성,143cm,32kg,5,좋습니다~~~~ 만족
24.12.24.,,,,4,딸래미가 너무좋아합니다
24.12.23.,,,,5,너무 만족스럽네요. 재구매 의사 있습니다~
24.12.23.,남성,171cm,69kg,5,제품 이상없고 잘 타고 있습니다
24.12.21.,남성,170cm,67kg,5,배송 정망 빠르고 이가격에 이런 자전거 없어요 !! 굿굿굿
24.12.19.,남성,173cm,75kg,5,접이식이라 차에 넣을 수 있어서 좋습니다. 안장은 다른걸로 교체했고요. 손잡이가 저한테는 잘 안 맞네요
24.12.18.,,,,4,"캠퍼스 내에서 사용중인데 직진 주행성 좋습니다.
3개월 지난 현재 무난하게 사용중입니다."
24.12.16.,,,,4,우선 깔끔하고 만족스럽습니다.
24.12.15.,남성,170cm,68kg,5,잘타고 있어요 ~ 감사합니다
24.12.15.,,,,5,. . . . . .
24.12.14.,,,,5,초5년 학생이 타는데 너무 좋아하네요.
24.12.12.,여성,164cm,52kg,5,가성비좋고 무난하게 만족하며 탈만합니다^_^
24.12.11.,남성,174cm,75kg,5,품질 좋고 아주 이쁩니다.
24.12.10.,,,,5,"이동편하고, 넘크지않아 보관하기 좋고 잘타고 다녀요"
24.12.09.,,,,4,좋아요 사고 2번 사용했습니다. 재구매각입니다.
24.12.08.,,,,5,이쁘고 맘에듭니다 동네다닐때 너무 좋아요
24.12.08.,,,,5,편하고 좋습니다이~
24.12.04.,,,,5,만족하면서 타고 있습니다. 안장은 좀 아프긴한데 자전거의 한계 같기도 해요! 크기나 성능 만족합니다~!
24.12.04.,,,,5,좋아요 잘 쓰고 있어요
24.12.03.,,,,5,예뻐요!! 접을수있어서 공간차지도 덜하고 너무 좋아요!!
24.12.02.,,,,5,감사합니다 잘타고있네요
24.12.02.,여성,,60kg,5,제품이 튼튼하고 괜찮습니다
24.11.30.,,,,5,아이가 너무 좋아합니다. 접이식이라 보관하기도 좋아요~
24.11.30.,,,,5,산책하면서 타게 딱 좋습니다 저말고도 누나랑 같이 타는데 귀엽다고 잘샀다거 하네여!
24.11.30.,,,,5,정말 괜찮은 상품이에요.
24.11.28.,,,,3,딱히 좋지도 나쁘지도 않습니다
24.11.26.,,,,5,"포장이 꼼꼼하게 잘 되어서 도착했어요.
아들과 같이 가볍게 타려고 구매했고 만족합니다
같이 온 안장은 너무 딱딱하고 불편해서 교체했어요."
24.11.23.,여성,158cm,58kg,5,자전거 생각보다 이쁩니다. 가벼운 나들이 가능하고 부피도 작아서 아주 좋아요.
24.11.23.,남성,178cm,90kg,5,해비한 저도 잘 견뎌주슨 튼튼한 친구
24.11.20.,,170cm,,5,"초6아이 선물로 사줬는데, 너무 만족합니다~"
24.11.20.,,181cm,,5,"아주 좋아요
승차감도 짱"
24.11.19.,,,,5,"초등학교 4학년 아들주려고 구매했어요
아들이 너무멋있고 졸다고 오자마자 타로나가네요
안장커버 구입해서 씨워줬어요
가방도 인터넷에서 구입했구요
이런부자재두 구성품으로 판매하면 좋을꺼같아요
저렴한가격에 잘삿구요 
감사합니다 번창하세요^^"
24.11.19.,,,,5,"실제로 본게 아니라 고민하다
구입했는데 손잡이쪽에
약간의 스크레치는 있었어요ㅠㅠ
그래도
접이식이라 편하고
자전거도 예쁘고 마음에들어요^_^"
24.11.17.,,,,5,승차감 좋고 브레이크 흠잡을 데 없고 핸들바도 좋은 건지 손목 안 아프네요. 타이어가 조금 아쉬운데 주행속도 더 빠른 거 원하시는 분은 타이어 교체하시는 걸 추천합니다. 가격도 그렇고 미니벨로 입문용으로는 딱입니다.
24.11.16.,,,,4,"반조립으로 받아 어렵지 않게 조립했습니다.
 사은품 라이트 볼트가 다안들어가서 와셔끼움요
변속 1단 안됨 고쳐야할거같아요"
24.11.16.,,,,5,"잘 샀다고 생각하는 티티카카 자전거:-)
사실 접이식으로 쓰지는 않고 거의 항상 펴 놓은 상태로 쓰지만 예쁘고 튼튼하고!"
24.11.15.,남성,170cm,75kg,5,"사진하고 같구요.색이 너무 이쁘네오ㅡ
바구니까지 장착 잘했어요"
24.11.15.,,,,5,너무 만족스럽네요. 재구매 의사 있습니다~
24.11.15.,,,,5,너무 편하게 잘 타고있어요
24.11.14.,,,,5,"딸 자전거 바꿔줬는데 사이즈 딱좋고
키좀 커도 오래 탈수 있겠습니다"
24.11.14.,남성,173cm,80kg,5,좋아요 편하고 굿굿
24.11.13.,,,,5,"티티카카 P7은 가격 대비 준수한 성능을 제공하는 입문용 접이식 자전거입니다. 출퇴근용이나 가벼운 레저용으로 적합하며, 특히 처음 자전거를 시작하는 분들에게 좋은 선택이 될 수 있습니다. 다만, 장기적인 사용을 고려한다면 부품 교체 및 유지보수 비용을 감안해야 합니다. 고급 사양을 원하거나 더 긴 주행을 계획하는 분들은 상위 모델을 고려해 보는 것도 좋을 것 같습니다"
24.11.13.,남성,175cm,71kg,5,출퇴근용으로 가볍게 탈 수 있는 자전거로 구매하였습니다. 기대이상 입니다!
24.11.12.,,,,5,아이랑 와이프가 타는데 너무 좋아해서 저도 좋아요
24.11.12.,남성,170cm,75kg,5,"좋아요 실물이 더이뻐요
하나더 구매하러 갑니다~~"
24.11.12.,남성,175cm,69kg,2,딱 그가격대에 품질입니다.
24.11.12.,,,,5,추천합니다. 좋아요.
24.11.11.,,,,5,"받아서 주말 라이딩했는데 편안하게 잘 탔습니다
색감도 너무 이쁘네요"
24.11.11.,,,,5,좋아요 조아 ㅎㅎㅎ
24.11.10.,여성,160cm,50kg,5,"키160에 50키로인데 크기가 딱 좋아요!
사은품으로 자물쇠랑 땡땡이벨 클레식등을
받았구요.
옵션으로 바구니랑 후미등이랑 이것저건 추가했는데
바구니가 정말 실용적이고 좋아요.
디자인도 깔끔하고 고급스럽구요.
아직까진 단점을 모르겠네요"
24.11.08.,,,,5,"색상이 잘못왔지만
빠른 대처와 응답에 만족했습니다
산책.마실용으로 구매하였는데 넘 만족합니다~!
초등 아이와  함께 타기에도 가성비가 좋으며
접을수도 있어 실용성 좋습니다"
24.11.08.,,,,5,미닙벨로라서 작을줄 알았는데 생각보다 크네요 와이프가 잘타고 있습니다 좋습니다
24.11.07.,,,,3,"상품 설명에 있는 내용 그대로 이고, 배송이 빨라요. 다만, 뒤쪽 스테이쪽에 돌빵 맞은 것처럼 페인트가 까진 부분이 있었는데 이건 아쉽네요."
24.11.07.,,,,5,배송빠르고 이뻐요 허렴해서그런지 부품이 고가품과 조금 다른데 가성비 좋습니다
24.11.06.,남성,142cm,40kg,5,"아이가 좋아합니다. 
리퍼브라 스크레치가있나했는데 신경쓰일정도는 아니었구요. 
핸들과 앞바퀴 정렬이 틀어져있어 조정해서 탑니다."
24.11.06.,여성,143cm,32kg,5,좋습니다~~~~~~~~~~
24.11.04.,,,,4,"반조립 상품 구매,박스에서 꺼내 포장지 제거후 접힌부분 설명서 보고 펼쳐주니 끝~나사같은데 한번더 체크해주고 타이어 공기압 체크,따릉이 달고, 후미등 달고 ,기아 변속 시승하면서 변속 해주니 어려울거 하나 없네요~^^
안장도 딱딱해서 다이소에서 안장커버 사서 씌우니 푹신해요 ㅎ
딸아이가 잘 타고 좋아합니다~^^"
24.11.04.,여성,151cm,50kg,5,여자 성인 자전거 이제 막 배워보려고 샀는데 너무 이쁘고 맘에 들어요.
24.11.04.,,,,4,좋아요 재구매각입니다
24.11.04.,,,,5,차량에도 실리고 정말 좋습니다
24.11.03.,남성,164cm,75kg,5,"잘 왔네요, 잘타게쑵니다!"
24.11.01.,,,,5,9살아이 타기에  조금 큰듯하지만 연습하니 금방타네요. 접이식이라 좋습니다
24.11.01.,,,,4,"잘나가고 튼튼해서 좋네요.
첨엔 기어변속 트러블 있었지만
고쳤더니.  변속도 잘됩니다."
24.10.31.,,,,5,쭉쭉 잘 나가네요. 저희아이가 너무 좋다고 배송도 빠르고 주말이 기대된다는군요.
24.10.31.,,,,5,잘 타고 있습니다!!
24.10.31.,,,,5,가벼워요. 다른 후기처럼 안장이 많이 불편하네요
24.10.31.,,,,2,볼트 조았는데 손잡이가 자꾸 내려가요
24.10.28.,,,,5,잘 굴러 갑니다~~
24.10.27.,여성,158cm,54kg,5,"가족라이딩때도 타고, 혼지 운동하러 공원 가서 타요~^^ 너무 잘 샀어요! 가볍고 좋습니다
대만족! 고민은 시간만 늦출뿐 입니다 ㅎ"
24.10.26.,,,,5,"아주편안해요.
아주 좋습니다"
24.10.26.,,,,5,배송이 빨라서 좋았어요. 괜찮은 편이에요
24.10.25.,,,,5,"생각보다 무게는 있었지만 불편할 정도는 아니에요~
가격대비 잘 산 것 같아요!"
24.10.25.,,,,5,여전히 잘 사용하고 있습니다. 승차감이 좋습니다
24.10.25.,남성,174cm,75kg,5,생각보다 품질도 좋고 이쁘네요.
24.10.23.,,,,5,빠른배송 감사합니다.
24.10.23.,,,,5,좋습니다.좋습니다.
24.10.21.,,,,5,"색이 정말 예쁘네요 ~ 디자인도 예뻐요 
조립해서 받아서 편하고 좋습니다. 
출근용으로 타고 다니고 있습니다. 
가운데가 접어져서 차에도 잘 실리네요"
24.10.21.,,,,5,작은사이즈로 접혀서 공간활용에 좋아요. 출퇴근시 가끔 타는데 잘나가고 좋습니다.
24.10.20.,,,,4,배송도 빨랐고  반조립이지만  셀프로 쉽게  마무리할 수 있었어요.다만 바퀴때문에 문제가  좀 있었지만  친절히 응대해주셔서  지켜보면서  타고 있습니다.
24.10.20.,,,,5,아이랑 같이 타려고 샀어요 잘 탈게요
24.10.19.,,,,5,"초3 남자아이
네발자전거 건너뛰고 바로 친구껄로 두발을 타길래 사줬어요
어린이용은 너무 어린이틱하고
바퀴 큰건 좀 위험해보이고
이것도 살짝 크긴 하지만 안장 최대로 낮춰주니까 잘 탑니다
안장 높이면 성인 여성(172cm)도 충분히 가능해서 한대 더 살까 고민중이에요 ㅋㅋㅋ"
24.10.18.,,,,4,블랙으로 구입했는데 하나 더 필요해서 추가 구입했어요 아들이 만족해 하네요
24.10.18.,,,,5,"생각외로 잘 가서 만족하고 타고있습니다. 단, 사은품으로 온 벨과 자물쇠는 바로 고장나서 교체했습니다. 참고하시면 될 꺼 같습니다."
24.10.18.,,,,5,집인근 마실 나갈때 타기에 최고입니다.
24.10.17.,,,,5,배송빠르고 컬러이쁘고 좋아요
24.10.16.,여성,168cm,68kg,5,"접이식 자전거가 필요해서 검색하다가 후기많고 디자인 맘에 들었어요
베이지색인데 연한 카키색 느낌도 나고 원하던색상이라 다행
요거좀 타다가 경량카본 접이식으로 갈아타고싶네요 
무거워서 접고 옮길때 좀 힘들어요

90프로 조립식
타이어 바람넣었고
손잡이 브레이크손잡이 돌렸고
조명반사판달았고
그 외 뭐해야될지 몰라서 그냥 탔는데 괜찮아요"
24.10.16.,,,,4,배송빠르고좋아요!!
24.10.16.,,,,4,이쁘고 잘 맞아요 잘 그매한것 같아요
24.10.16.,,,,5,배송 빠르고 좋아요
24.10.16.,남성,142cm,42kg,5,아이가 연습중인데 만족해해요
24.10.16.,남성,177cm,63kg,5,좋아요.잘 나가요!
24.10.15.,여성,160cm,45kg,5,"배송 빠르고 상품 이상 없습니다
많이 파세요"
24.10.15.,,,,5,딸래미가 엄청 좋아해여!
24.10.15.,,,,5,좋아요 좋아요 좋아요
24.10.14.,,,,5,빠른배송 감사합니다
24.10.12.,여성,160cm,47kg,5,"조립도 잘해서 보내주셨고 상품 이상없이 기어변속 잘됩니다
색깔도 맘에들고 서비스 물품들도 너무 맘에 드네요
감사합니다 많이파세요"
24.10.12.,,,,5,"가볍고 좋아요
마실용으로 타기 좋습니다"
24.10.12.,,,,4,배송과정에서 파손이 있었지만 해결해주신다고하시니  빠른대처가좋습니다
24.10.10.,,,,4,차량에 실려서 좋습니다
24.10.10.,,,,4,"배송만족합니다
기어변속시 튀는부분이있는데 조절이 필요할거같네요
색상은 좋아요
잘 타겠습니다."
24.10.10.,,,,5,좋아요. 추천합니다.
24.10.09.,,,,5,완전 마음에 듭니다.산책용 가벼운 운동용으로 딱 좋습니다. 고급져요.
24.10.09.,남성,171cm,70kg,5,동네 마실용으로 타기 적당해요
24.10.09.,,,,5,깔끔하게 이쁜데 튼튼함
24.10.08.,남성,173cm,80kg,5,"헬스장 갈려고 샀는데  진짜 딱 좋아요 기름값도 세이브~~
그런데 사은품 은색 라이트같은거는 어디에 다는건가용? ㅠㅠㅠ 그거를 바구니 끼우는곳에 달앗는데 고정이 잘안되네용 알려주세요"
24.10.08.,,,,5,티티카카 처음 타보는데 좋네요 추천!
24.10.08.,,,,4,좋아요~~~~~~~
24.10.07.,남성,135cm,28kg,5,키 135 남아 안장 최저로 낮추어 사용중입니다. 안장과 핸들 높이 조정이 쉬워 성장기 아이에게 딱 좋은 자전거네요.
24.10.07.,,,,5,"6에서7단 가는게 퍽퍽하네요
수리해서 청구하면 해결해준다했으니 좋네요"
24.10.06.,,,,5,"아이가 자전거 타는걸 좋아해서 같이 타려고 구매했어요. 
생각보다 귀엽고 이쁘네여~ 화이트라 깔끔하고 타보지는 안았지만 기대하고 있어요! 실사용 한달 후기 남길게요!
반조립했는데 어렵지 않았고 16인치랑 고밍하다 20인치 샀는데 제 덩치에는 20인치가 ^^;; 아무튼 맘에 듭니다!"
24.10.06.,,,,5,"따릉이만 타다가 구매했어요 
이쁘고 잘나가는 자전거 만족합니다
초보자가 타기에 무난해요 
175,165두사람 타기 편해요"
24.10.06.,,,,5,좋아요 조아 ㅎㅎㅎ
24.10.06.,여성,162cm,50kg,5,와이프것을 사주었는데 잘 타고다닙니다. 좋습니다. 이미지보다는 자전거가 좀 큽니다. 참고하세요.
24.10.06.,,,,5,다음에도 계속 이용할게요
24.10.05.,,,,5,사용하기 좋아요~~  잘 탈께요~
24.10.05.,,,,5,우리 딸랑구가 많이 좋아합니다
24.10.05.,,,,5,이뻐요 멋지게 타고 나닐께용
24.10.04.,남성,175cm,82kg,5,배송도 빠르고 잘 조립해 주어서 편리하게 사용했습니다~ 3만원 주고 조립하길 잘한거 같아요~ 승차감도 좋고 가격배비 만족 합니다
24.10.04.,,,,5,트라이폴드 자전거 티티카카 유명해서 사봤는데 잘샀어요.
24.10.02.,,,,5,출퇴근용으로샀는데 생각보다 잘나가고 너무좋아요!
24.10.01.,남성,173cm,66kg,5,"디자인도 좋고 평지에서 타기 좋아요
또한 잘 조립해주셔서 편하게 탔어요"
24.10.01.,남성,168cm,57kg,5,잔고장 없고 잘나감. 동네 다닐때 매우 좋음
24.10.01.,,165cm,,3,"완조립으로 배송받아 바로 탈수있어요!
하지만 여자 혼자 자전거 꺼내기엔 무겁 ..."
24.10.01.,여성,157cm,48kg,5,좋아요좋네요조아요로
24.09.30.,,,,5,"회색이랑 고민하다가 흰색으로 샀는데 정말 좋아용!!ㅋㅋㅋ 잘나가고 귀엽습니다. 반조립으로 샀는데, 거의 완성돼서 왔습니다! 그래도 좀 걱정되긴 해서 동네 자전거 가게 가서 점검받았습니다.

장점은 귀엽고 가벼워요! 크기도 적당합니다! 딱 공유자전거 있잖아용 어플로 대여하는, 그 사이즈 입니다!  
단점은 안장이 좀 엉덩이가 아프고, 사은품들이 좀,,, 벨은 그냥 달그락 소리가 나고, 자물쇠도 가위로 잘리지 않을까? 싶을정도로 얇습니다! 자전거 자체는 매우 만족해용"
24.09.30.,,,,5,아내가 타려고 자전거를 샀어요. 아내가 자전거를 대 만족합니다. 저보고도 타보라고 하는데 내일 휴일에 좀 타보려고 합니다^^ 좋은 물건 감사합니다
24.09.30.,여성,158cm,50kg,5,사이즈 적당하고 잘 나갑니다
24.09.30.,여성,153cm,60kg,4,적응하면 더 편할듯해요^^
24.09.29.,,,,5,색상도 이쁘고 배송도 빨라요. 마음에 들어요.
24.09.29.,,,,5,"좋아요, 타기 괜찮아요"
24.09.28.,,,,5,"빠른배송, 꼼꼼한 포장 좋아요"
